,id,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
394,394,,English for Mechanical Eng.& Material Science I,TA Cơ khí & Khoa học vật liệu I,VDTLT
395,395,,Interpreting I,Dịch nói I,VDTLT
396,396,,Translation II,Thực hành dịch viết II,VDTLT
397,397,,Graduation Practicum,Thực tập tốt nghiệp,VDTLT
398,398,,ESP project,ESP project,VDTLT
399,399,FL3220,Syntax,Cú pháp học,KNN
400,400,,English for Electrical Engineering and Electronics,Tiếng Anh Kỹ thuật Điện - Điện tử,KNN
401,401,,English for Information and Communication Technology,Tiếng Anh Công nghệ Thông tin và Truyền thông,KNN
402,402,,English for Mechanical Engineering and Materials Science,Tiếng Anh Cơ khí và Khoa học Vật liệu,KNN
403,403,,English for Environmental Science,Tiếng Anh Hoá - Môi trường,KNN
404,404,,English for Economics and Business,Tiếng Anh Kinh tế và Kinh doanh,KNN
405,405,,Theory of Translation and Interpretation,Lý thuyết biên - phiên dịch,KNN
406,406,FL3156,Interpretation,Phiên dịch,KNN
407,407,FL3156,Translation,Biên dịch,KNN
408,408,FL3158,Technical Translation,Biên dịch KHCN,KNN
409,409,,Introduction to Optimization Methods,Nhập môn các phương pháp tối ưu,KTTD
410,410,FL3157,Technical Interpretation,Phiên dịch KHCN,KNN
411,411,,Strength of Materials 1,Sức bền vật liệu I,KCK
412,412,"(PH1120/MI1010/MI1111),(PH1010/PH1110)",Electrical circuits I,Lý thuyết mạch điện I,KD
413,413,"(MI1130/MI1131),(MI1140/MI1141)",Fundamentals of automatic control,Cơ sở điều khiển tự động,KD
414,414,,Electromagnetics,Trường điện từ,KD
415,415,,Technical drawing on computers,Vẽ kỹ thuật trên máy tính,KCK
416,416,CH1017/CH1010/CH1012/CH1018,Physical Chemistry,Hóa lý,KCNHH
417,417,,Physical Chemistry 1,Hóa lý 1,KCNHH
418,418,,Introduction to Food Technology,Nhập môn công nghệ thực phẩm,VCNSHVTP
419,419,,Mathematics for Economics,Toán kinh tế,KTTD
420,420,,Introduction to Mechatronic Engineering,Nhập môn cơ điện tử,KCK
421,421,,Progamming Engineering in Mechatronic,Kỹ thuật lập trình trong CĐT,KCK
422,422,,CNC Machine Fundarmental,Cơ sở máy CNC,KCK
423,423,,Data Structure and Algorithms,Cấu trúc dữ liệu và giải thuật,KDTVT
424,424,CH2004/CH3600,Introductory internship in Print and media engineering,Thực tập Nhập môn Kỹ thuật in và truyền thông,KCNHH
425,425,(CH2004=)/(CH3600=),Introductory Project: Workflow Design for Print Media,Đồ án nhập môn Kỹ thuật in,KCNHH
426,426,,TOEIC 400,TOEIC 400,TTNNHT
427,427,,TOEIC 500,TOEIC 500,TTNNHT
428,428,,Immunology,Miễn dịch học,VCNSHVTP
429,429,,Genetics and molecular biology,Di truyền học và Sinh học phân tử,VCNSHVTP
430,430,"(MI1140/MI1141),(MI1130/MI1131)",Numerical Analysis,Giải tích số,KTTD
431,431,,Statistical Analysis and Data Analysis,Phân tính thống kê & phân tích dữ liệu,KTTD
432,432,,Optimization Methods,Các phương pháp tối ưu,KTTD
433,433,,Complex Functions and Matrix Algebra,Hàm biến phức và đại số ma trận,KTTD
434,434,IT1110/IT1010,Data Structures and Algorithms,Cấu trúc dữ liệu và giải thuật,KTTD
435,435,,Complex Analysis and Applications,Giải tích phức và ứng dụng,KTTD
436,436,IT1110/IT1010,Database,Cơ sở dữ liệu,KTTD
437,437,MI3010,Unix (Linux) Operating System,Hệ điều hành Unix (Linux),KTTD
438,438,MI3010,Computer Architecture and Assembly Language,Kiến trúc máy tính và hợp ngữ,KTTD
439,439,MI3090,System Analysis and Design,Phân tích và thiết kế hệ thống,KTTD
440,440,MI1027,General Mathematics III,Toán đại cương III,KTTD
441,441,MI1037=,General Mathematics Exercises III,Bài tập toán đại cương III,KTTD
442,442,,Physics I,Vật lý I,VVLKT
443,443,,Physics I,Vật lý đại cương I,VVLKT
444,444,,Physics II,Vật lý II,VVLKT
445,445,,Physics II,Vật lý đại cương II,VVLKT
446,446,,Mathematical Methods for Physics,Phương pháp toán cho vật lý,VVLKT
447,447,,Analytical Mechanics,Cơ giải tích,VVLKT
448,448,PH1110/PH1120/PH1010/PH1020,Electromagnetic Field Theory,Trường điện từ,VVLKT
449,449,ET2010,Analog-digital Impulse Technique,Kỹ thuật xung và số,VVLKT
450,450,PH1110/PH1120/PH1010/PH1020,Quantum Mechanics,Cơ học lượng tử,VVLKT
451,451,,Vacuum Technique,Kỹ thuật chân không,VVLKT
452,452,,Sensors and Measurement Techniques,Cảm biến và kỹ thuật đo lường,VVLKT
453,453,PH1120/PH1010,Technical Optics,Quang học kỹ thuật,VVLKT
454,454,,Modeling,Mô hình hoá,VVLKT
455,455,PH1110/PH1120/PH1010/PH1020,Solid State Physics,Vật lý chất rắn,VVLKT
456,456,PH1110/PH1120/PH1010/PH1020,Statistical Physics,Vật lý thống kê,VVLKT
457,457,"PH3060=,PH3120=",Fundamental of Nuclear Physics,Cơ sở vật lý hạt nhân,VVLKT
458,458,IT1110/IT1010,Computer Interfacing,Tin học ghép nối,VVLKT
459,459,,Introductory Practicum,Thực tập nhận thức,VVLKT
460,460,,Microprocessors,Kỹ thuật vi xử lý,VVLKT
461,461,,Introduction to Physical Measurement Techniques,Cơ sở các phương pháp đo lường Vật lý,VVLKT
462,462,,Semiconductor Physics and Devices,Vật lý và linh kiện bán dẫn,VVLKT
463,463,,Optoelectronics and Fiber Optic Communication,Quang ĐT và thông tin quang sợi,VVLKT
464,464,PH3110,Electromagnetic Radiation Engineering,Kỹ thuật bức xạ điện từ,VVLKT
465,465,PH3110,Semiconductor Physics,Vật lý bán dẫn,VVLKT
466,466,,Nuclear Engineering & Environmental Physics,Kỹ thuật hạt nhân & vật lý môi trường,VVLKT
467,467,,Introduction to Renewable Energy,Năng lượng mới đại cương,VVLKT
468,468,IT1010,Computer Networks,Mạng máy tính,VVLKT
469,469,"PH1020,IT1010",Computational Physics,Tin học vật lý,VVLKT
470,470,,Physico-chemical Analysis,Các phương pháp phân tích lý hoá,VVLKT
471,471,,Ultrasonic Physics and Applications,Vật lý siêu âm và ứng dụng,VVLKT
472,472,,Physics and Nanotechnology,Vật lý và công nghệ nano,VVLKT
473,473,,Structure Analysis,Phân tích cấu trúc,VVLKT
474,474,PH3130,Nuclear Analysis,Kỹ thuật phân tích hạt nhân,VVLKT
475,475,"MI1040, PH1020, CH1010",Physical Chemistry 1,Hóa lý 1 (Cấu tạo chất),KCNHH
476,476,"CH1010, HE2010, PH1010, PH1020, MI1010, MI1020, MI1030, MI1040",Physical Chemistry 1,Hóa lý 1 (máy hoá),KCNHH
477,477,CH1010,Physical Chemistry,Hóa lý (CN sinh học và thực phẩm),KCNHH
478,478,"MI1040, PH1020, CH1010",Physical Chemistry,Hóa lý (vật liệu),KCNHH
479,479,"MI1040, PH1020, CH1010",Physical Chemistry 2,Hóa lý 2 (Nhiệt động hóa học),KCNHH
480,480,"CH1010, HE2010, PH1010, PH1020, MI1010, MI1020, MI1030, MI1040",Physical Chemistry 2,Hóa lý 2 (máy hoá),KCNHH
481,481,"MI1040, PH1020, CH1010,CH3000 =",Physical Chemistry 3,Hóa lý 3 (Động hóa học và hấp phụ),KCNHH
482,482,"MI1040, PH1020, CH1010,CH3000 =",Physical Chemistry 4,Hóa lý 4 (Điện hóa học và hóa keo),KCNHH
483,483,CH1010!,Inorganic Chemistry 1,Hóa vô cơ 1 (KTHH),KCNHH
484,484,CH1010,Inorganic Chemistry 2,Hóa vô cơ 2 (KTHH),KCNHH
485,485,,Inorganic Chemistry,Hóa vô cơ,KCNHH
486,486,CH1010!,Inorganic Chemistry,"Hóa vô cơ (CN môi trường, CNTP và luyện kim)",KCNHH
487,487,,Organic Chemistry,Hóa hữu cơ,KCNHH
488,488,,Organic Chemistry 2,Hóa hữu cơ 2 (KTHH),KCNHH
489,489,CH1010,Organic Chemistry 2,Hóa hữu cơ 2 (CN in),KCNHH
490,490,CH1010,Organic Chemistry,Hóa hữu cơ (máy hoá),KCNHH
491,491,CH1010,Organic Chemistry,Hóa hữu cơ (luyện kim),KCNHH
492,492,,Organic Chemistry,Hóa hữu cơ,KCNHH
493,493,CH1010/CH1012/CH1018/CH1017,Organic Chemistry,Hóa hữu cơ,KCNHH
494,494,CH1010/CH1017/CH1012/CH1018,Organic Chemistry,Hóa hữu cơ,KCNHH
495,495,CH1010,Analytical Chemistry 1,Hóa phân tích 1 (KTHH),KCNHH
496,496,"CH1010,CH3001=,CH3011=,CH3121=,CH3221=",Analytical Chemistry 1,Hóa phân tích 1 (máy hoá),KCNHH
497,497,"CH1010,CH3003=,CH3122=,CH3225=",Analytical Chemistry 1,Hóa phân tích 1 (CN nhuộm),KCNHH
498,498,"CH1010,(CH3003=/CH3070=),CH3224=",Analytical Chemistry 1,Hóa phân tích 1 (CN Môi trường),KCNHH
499,499,CH1010,Analytical Chemistry,Hóa phân tích (CN Vật liệu),KCNHH
500,500,,Physical Education D,Giáo dục thể chất D,BGDTC
501,501,,Electronic Engineering,Kỹ thuật điện tử,KDTVT
502,502,,Writing Skills I,Kỹ năng viết tiếng Anh I,KNN
503,503,FL3041,Writing Skills II,Kỹ năng viết tiếng Anh II,KNN
504,504,MI1017=,General Mathematics Exercises I,Bài tập toán đại cương I,KTTD
505,505,,Probability and Statistics,Xác suất thống kê,KTTD
506,506,PH1110/PH1120/PH1010/PH1020,Electromagnetic Field Theory,Trường điện từ,VVLKT
507,507,,Electronic Materials,Vật liệu điện tử,KDTVT
508,508,,Food Biochemistry,Hóa sinh thực phẩm,VCNSHVTP
509,509,,Practical water and wastewater treatment,Thí nghiệm xử lý nước và nước thải,VKHVCNMT
510,510,,General Biotechnology,Công nghệ sinh học đại cương,VCNSHVTP
511,511,BF3010/BF3050,Food Microbiology,Vi sinh vật thực phẩm,VCNSHVTP
512,512,BF3012=,Food Microbiology Lab,TN Vi sinh vật thực phẩm,VCNSHVTP
513,513,,Mechanical Process and Equipment,Quá trình và thiết bị cơ học,VCNSHVTP
514,514,BF3016,Mass Transfer Process and Equipment,Quá trình và thiết bị chuyển khối,VCNSHVTP
515,515,,Heat Transfer Process and Equipment,Quá trình và thiết bị truyền nhiệt,VCNSHVTP
516,516,"ME2015,BF3014,BF3016=",Project I: Processes and Equipments,Đồ án I – Quá trình và thiết bị,VCNSHVTP
517,517,"BF3012,BF3032",Quality Management in Food Technology,Quản lý chất lượng trong công nghệ thực phẩm,VCNSHVTP
518,518,,Process Measurement and Control,Kỹ thuật đo lường và lý thuyết điều khiển tự động,VCNSHVTP
519,519,"(BF3010/BF3050),BF3012,BF3023",Waste Treatment in Food Industry,Kỹ thuật xử lý chất thải trong công nghiệp thực phẩm,VCNSHVTP
520,520,BF3010/BF3012/BF3050,Nutrition and Food Safety,Dinh dưỡng và an toàn thực phẩm,VCNSHVTP
521,521,BF2110,Microbiology,Vi sinh vật,VCNSHVTP
522,522,"BF3111=,BF2111",Microbiology Lab,TN Vi sinh vật,VCNSHVTP
523,523,"(BF2110,BF2112)/(BF3350,BF3370)",Cellular and Immunological Biology,Sinh học tế bào và miễn dịch,VCNSHVTP
524,524,BF3111,Environmental Ecology,Sinh thái học môi trường,VCNSHVTP
525,525,"BF2110/(BF3350,BF3370)",Genetics and Molecular Biology,Di truyền học và sinh học phân tử,VCNSHVTP
526,526,"BF3112,BF3115/(BF3119,BF3199)",Genetic Engineering,Kỹ thuật gen,VCNSHVTP
527,527,"CH3306/(CH3316,CH3318),CH3080,BF2110",Instrumental Analysis in Biotechnology,Phương pháp phân tích trong CNSH,VCNSHVTP
528,528,"CH3402,CH3431",Biological Process and Equipment,Quá trình và thiết bị CNSH,VCNSHVTP
529,529,,Food Engineering,Kỹ thuật thực phẩm,VCNSHVTP
530,530,"(BF3010/BF3050),BF3012",General Food Engineering,Công nghệ thực phẩm đại cương,VCNSHVTP
531,531,"CH3080,CH3306/(CH3316,CH3318)",Food Analysis,Phân tích thành phần lý hóa thực phẩm,VCNSHVTP
532,532,CH1010/CH1015,Fundamentals of Material Chemistry,Cơ sở hóa học vật liệu,KCNHH
533,533,CH1010,Physical Chemistry I,Hóa lý I,KCNHH
534,534,CH3041/CH3050,Physical Chemistry II,Hóa lý II,KCNHH
535,535,CH3061=/CH3060=,Physical Chemistry Lab II,TN Hóa lý II,KCNHH
536,536,"CH1010/(CH1012,CH1015)/CH1017",Inorganic Chemistry,Hóa vô cơ,KCNHH
537,537,CH3124/CH3120,Inorganic Chemistry Lab,TN Hóa vô cơ,KCNHH
538,538,,Organic Chemistry,Hóa hữu cơ,KCNHH
539,539,CH1010,Organic Chemistry I,Hóa hữu cơ I,KCNHH
540,540,CH3228,Organic Chemistry II,Hóa hữu cơ II,KCNHH
541,541,CH3220=,Organic Chemistry Lab,TN Hóa hữu cơ,KCNHH
542,542,CH3228=/CH3202=,Organic Chemistry Lab I,TN Hóa hữu cơ I,KCNHH
543,543,CH3229=/CH3203=,Organic Chemistry Lab II,TN Hóa hữu cơ II,KCNHH
544,544,"CH3331,CH3340",Instrumental Methods of Analysis,Các phương pháp phân tích bằng công cụ,KCNHH
545,545,CH1010/CH1015,Fundamentals of Analytical Chemistry,Cơ sở hóa phân tích,KCNHH
546,546,CH3330/CH3331,Analytical Chemistry Lab,TN Hóa phân tích,KCNHH
547,547,CH3322=,Instrumental Analysis Lab,TN Phân tích bằng công cụ,KCNHH
548,548,PH1111/PH1110,Chemical Process Engineering,Quá trình và thiết bị CNHH,KCNHH
549,549,CH3400,Chemical Process Engineering II,Quá trình và thiết bị CNHH II,KCNHH
550,550,"CH3402,CH3080",Heat and Mass Transfer Process Engineering,Quá trình và thiết bị truyền nhiệt-chuyển khối,KCNHH
551,551,CH3431,Project in Chemical Engineering,Đồ án quá trình và thiết bị,KCNHH
552,552,IT1110/IT1140,Numerical Methods in Chemical Engineering,Phương pháp số trong CNHH,KCNHH
553,553,,Applied Mechanics,Cơ khí ứng dụng,KCNHH
554,554,,General Chemical Engineering,Hóa kỹ thuật đại cương,KCNHH
555,555,CH3400,Chemical Process Eng. Lab I,TN Quá trình và thiết bị I,KCNHH
556,556,,Experimental Design,Quy hoạch thực nghiệm,KCNHH
557,557,CH3420=,Chemical Process Eng. Lab II,TN Quá trình và thiết bị II,KCNHH
558,558,,Polymer Materials,Vật liệu polyme,KCNHH
559,559,,Digital imaging,Kỹ thuật chế bản điện tử,KCNHH
560,560,CH3600,Project: Designing Print Workflow,Đồ án thiết kế,KCNHH
561,561,MSE3012,Ceramic Materials,Vật liệu ceramic,KCNHH
562,562,,Project in Research Topics,Đồ án nghiên cứu,KCNHH
563,563,,Membrane Chemistry,Hóa học chất tạo màng,KCNHH
564,564,CH3228/CH3202,Polymer Chemistry,Hóa polyme,KCNHH
565,565,,Materials Surface Engineering,Kỹ thuật xử lý bề mặt vật liệu,KCNHH
566,566,,Physical Chemistry of Silicates,Hóa lý Silicat,KCNHH
567,567,CH3412,Furnaces in Silicate Industry,Lò công nghiệp silicat,KCNHH
568,568,,Pedagogics,Giáo dục học,KSPKT
569,569,ED3120=,Didactics,Lý luận dạy học,KSPKT
570,570,,Vocational Practice: Electronic Engineering,Thực hành nghề cơ bản ngành KTĐT,KSPKT
571,571,,Vocational Practice: Electrical Engineering,Thực hành nghề cơ bản ngành KTĐ,KSPKT
572,572,,Vocational Practice: Mechanical Engineering,Thực hành nghề cơ bản ngành KTCK,KSPKT
573,573,,Vocational Practice: Information Technology,Thực hành nghề cơ bản ngành CNTT,KSPKT
574,574,EE2020/EE3010/EE2021,Electrical Machines I,Máy điện I,KD
575,575,PH1120,Manufacturing Automation and Control,Điều khiển và tự động hóa QTSX,KD
576,576,EE2020,Power Supply Systems,Hệ thống cung cấp điện,KD
577,577,EE2111=,Microcontrollers and Applications,Vi điều khiển và ứng dụng,KD
578,578,EE3280/EE3281/EE3282/EE3288/EE3289,Process Control,Điều khiển quá trình,KD
579,579,EE3280/EE3281/EE3282/EE3110/EE3288/EE3289,Industrial Measurement and Control Systems,Hệ thống đo và điều khiển công nghiệp,KD
580,580,"(EE3289/EE3280/EE3288),(EE2022/EE2120/EE2021)",Project I,Đồ án I,KD
581,581,EE2120/EE2022,Electrical Power Networks,Lưới điện,KD
582,582,EE4010=,Short Circuit Analysis,Ngắn mạch trong hệ thống điện,KD
583,583,EE4010,Electrical Components of Power Plants and Substations,Phần điện nhà máy điện và trạm biến áp,KD
584,584,EE2120,High Voltage Engineering I,Kỹ thuật điện cao áp I,KD
585,585,EE3140,Electrical Machines II,Máy điện II,KD
586,586,EE2020,Electrotechnical Materials,Vật liệu kỹ thuật điện,KD
587,587,,Corporate Accounting,Kế toán doanh nghiệp,KKTVQL
588,588,,Electronic Engineering,Kỹ thuật điện tử,KDTVT
589,589,ET3230/ET3090,Analog Electronics II,Điện tử tương tự II,KDTVT
590,590,ET2060/ET3050/ET2070,Digital Communications,Thông tin số,KDTVT
591,591,ET2030/ET3000/ET2031,Applied Software Engineering,Kỹ thuật phần mềm ứng dụng,KDTVT
592,592,ET3210/ET3040,Antenna and Wave Transmission,Anten và truyền sóng,KDTVT
593,593,ET3260/ET3160,Design Project I,Đồ án thiết kế I,KDTVT
594,594,ET2060/MI1010,Digital Signal Processing,Xử lý tín hiệu số,KDTVT
595,595,"EV2121/(EV2126,EV2127)",Mass Transfer in Environmental Engineering,Chuyển khối trong CNMT,VKHVCNMT
596,596,,Chemical Reaction Engineering,Kỹ thuật phản ứng,VKHVCNMT
597,597,,Environmental Chemistry,Hóa học môi trường,VKHVCNMT
598,598,"CH3225, CH3070",Environmental Biochemistry,Hóa sinh môi trường,VKHVCNMT
599,599,EV3114,Environmental Microbiology,Vi sinh môi trường,VKHVCNMT
600,600,"(EV3114,(EV3117/EV3113))/EV3106",Environmental Toxicology,Độc học môi trường,VKHVCNMT
601,601,EV3111,Project I,Đồ án I,VKHVCNMT
602,602,"EV3111,(EV3117/EV3113)",Air Pollution Control Engineering,Kỹ thuật kiểm soát ô nhiễm không khí,VKHVCNMT
603,603,EV2211,Environmental Ecology,Sinh thái học môi trường,VKHVCNMT
604,604,"(CH3306/CH3316),(EV3117/EV3113)",Environmental Quality Analysis,Phân tích chất lượng môi trường,VKHVCNMT
605,605,,Conservation of Biodiversity,Bảo vệ đa dạng sinh học,VKHVCNMT
606,606,"FL3013,FL3023,FL3033,FL3043",English for ICT I,Tiếng Anh CN Thông tin và Truyền thông I,KNN
607,607,"FL3013,FL3023,FL3033,FL3043",English for Mechanical Eng.& Material Science I,Tiếng Anh Cơ khí và Vật liệu I,KNN
608,608,"FL3051,FL4062",Interpreting II: English for Electrical and Electronic Engineering,Dịch nói II TA KT Điện-Điện tử,KNN
609,609,"FL3051,FL4071",Translation II: English for Electrical and Electronic Engineering,Dịch viết II TA KT Điện-điện tử,KNN
610,610,FL3051,English for Electrical and Electronic Eng. II,TA KT điện-điện tử II,KNN
611,611,"FL3052,FL4062",Interpreting II: English for ICT,Dịch nói II TA CNTT và TT,KNN
612,612,"FL3052,FL4071",Translation II: English for ICT,Dịch viết II TA CNTT và TT,KNN
613,613,FL3052,English for ICT II,TA CN thông tin và TT II,KNN
614,614,"FL3053,FL4062",Interpreting II: English for Mechanical Eng. & Material Science,Dịch nói II TA Cơ khí và KH VL,KNN
