,Unnamed: 0_x,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Unnamed: 0_y,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
178,178,178,EE3389,Tự động hoá quá trình công nghệ,3(3-1-0.5-6),3.0,5,0.75,178,EE2010,Process Automation,Tự động hoá quá trình công nghệ,KD
179,179,179,EE3391,Vật liệu điện cao áp,4(4-1-0.4-8),4.0,5.5,0.75,179,EE3030=,High-Voltage DiElectrical Materials,Vật liệu điện cao áp,KD
180,180,180,EE3392,Vật liệu điện,2(2-1-0.4-4),2.0,3.5,0.75,180,EE3030,Electrical Materials,Vật liệu điện,KD
181,181,181,EE3410,Điện tử công suất,3(3-0-1-6),3.0,4.5,0.75,181,EE2021,Power Electronics,Điện tử công suất,KD
182,182,182,EE3413,Điện tử công suất,4(3-1-0.5-8),4.0,5,0.7,182,EE3090,Power Electronics,Điện tử công suất,KD
183,183,183,EE3421,Cung cấp điện,3(3-1-0-6),3.0,4,0.7,183,,Power Supply Systems,Cung cấp điện,KD
184,184,184,EE3422,Hệ thống cung cấp điện,3(3-1-0.4-6),3.0,4.5,0.75,184,,Power Supply Systems,Hệ thống cung cấp điện,KD
185,185,185,EE3432,Đồ án cung cấp điện,1(1-1-0-4),1.0,2,1.0,185,EE3422=,Project in Electrical Power Supply Systems,Đồ án cung cấp điện,KD
186,186,186,EE3469,Hệ thống cung cấp điện,2(2-1-0-4),2.0,3,1.0,186,,Power Supply Systems,Hệ thống cung cấp điện,KD
187,187,187,EE3479,Đồ án cung cấp điện,1(1-1-0-4),1.0,2,1.0,187,EE3449=,Project in Electrical Power Supply Systems,Đồ án cung cấp điện,KD
188,188,188,EE3480,Vi xử lý,3(3-0-1-6),3.0,4.5,0.7,188,IT1010/IT1110/EE2130,Microprocessors,Vi xử lý,KD
189,189,189,EE3483,Kỹ thuật vi xử lý,4(3-1-0.5-8),4.0,5,0.7,189,IT1010/EE3090,Microprocessors,Kỹ thuật vi xử lý,KD
190,190,190,EE3490,Kỹ thuật lập trình,3(3-1-0-6),3.0,4,0.7,190,IT1010/IT1110,Programming Techniques,Kỹ thuật lập trình,KD
191,191,191,EE3499,Vi xử lí,2(2-1-0-4),2.0,3,0.75,191,EE2010,Microprocessors,Vi xử lí,KD
192,192,192,EE3500,Hệ thống thông tin công nghiệp,2(2-1-0.4-4),2.0,3.5,0.75,192,EE3110/EE3062,Industrial Information Systems,Hệ thống thông tin công nghiệp,KD
193,193,193,EE3510,Truyền động điện,3(3-0-1-6),3.0,4.5,0.75,193,"EE3410,(EE3140/EE3141/EE3142/EE3162)",Electrical Drives,Truyền động điện,KD
194,194,194,EE3513,Truyền động điện,4(3-1-0.5-8),4.0,5,0.7,194,EE3410/EE3413,Electrical Drives,Truyền động điện,KD
195,195,195,EE3526,Truyền động điện,2(2-1-0-4),2.0,3,0.75,195,EE3410/EE3413,Electrical Drives,Truyền động điện,KD
196,196,196,EE3539,Truyền động điện,2(2-1-0-4),2.0,3,0.75,196,,Electrical Drives,Truyền động điện,KD
197,197,197,EE3549,Truyền động điện,2(2-0-0-4),2.0,2,0.75,197,EE3410/EE3413,Electrical Drives,Truyền động điện,KD
198,198,198,EE3552,Điều khiển quá trình,2(2-1-0.5-4),2.0,4,0.7,198,EE3282/EE3283,Process Control,Điều khiển quá trình,KD
199,199,199,EE3553,Điều khiển quá trình,3(2-1-0.5-6),3.0,4,0.7,199,EE3282/EE3283,Process Control,Điều khiển quá trình,KD
200,200,200,EE3569,Trang bị điện máy sản xuất,2(2-1-0-4),2.0,3,0.75,200,EE2010,Electrical Equipments of Machines,Trang bị điện máy sản xuất,KD
201,201,201,EE3570,Thực tập nhận thức,1(0-0-2-2),1.0,2,1.0,201,,Introductory Practicum,Thực tập nhận thức,KD
202,202,202,EE3573,Đồ án nhận thức thực tế,1(0-0-3-2),1.0,2,1.0,202,,Project in Introductory Practicum,Đồ án nhận thức thực tế,KD
203,203,203,EE3580,Thực tập xưởng điện,2(0-0-4-4),2.0,4,1.0,203,EE3141/EE3142,Workshop Practice,Thực tập xưởng điện,KD
204,204,204,ET3000,Lập trình,3(3-1-1-6),3.0,5.5,0.7,204,IT1010,Programming,Lập trình,KDTVT
205,205,205,ET3030,Lý thuyết mạch,4(4-1-1-8),4.0,6.5,0.7,205,ET3010,Circuit Theory,Lý thuyết mạch,KDTVT
206,206,206,ET3050,Lý thuyết thông tin,3(3-1-0.5-6),3.0,5,0.7,206,ET3010,Information Theory,Lý thuyết thông tin,KDTVT
207,207,207,ET3060,Điện tử số,3(3-1-1-6),3.0,5.5,0.7,207,"IT1010, PH3330",Digital Electronics,Điện tử số,KDTVT
208,208,208,ET3070,Cấu kiện điện tử,3(3-1-1-6),3.0,5.5,0.7,208,PH1020,Electronic Devices,Cấu kiện điện tử,KDTVT
209,209,209,ET3080,Xử lý số tín hiệu,3(3-1-0.5-6),3.0,5,0.7,209,MI1010,Digital Signal Processing,Xử lý số tín hiệu,KDTVT
210,210,210,ET3090,Điện tử tương tự I,3(3-1-1-6),3.0,5.5,0.7,210,ET3070=,Analog Electronics I,Điện tử tương tự I,KDTVT
211,211,211,ET30xx,Lập trình,4(3-1-1-8),4.0,5.5,0.7,211,,Programming,Lập trình,KDTVT
212,212,212,ET3110,Kỹ thuật vi xử lý,4(4-1-1-8),4.0,6.5,0.5,212,ET3060/ET3061,Microprocessors,Kỹ thuật vi xử lý,KDTVT
213,213,213,ET3130,Thông tin số,3(3-1-0.5-6),3.0,5,0.7,213,ET3050,Digital Communications,Thông tin số,KDTVT
214,214,214,ET3140,Điện tử tương tự II,3(3-1-1-6),3.0,5.5,0.7,214,ET3090,Analog Electronics II,Điện tử tương tự II,KDTVT
215,215,215,ET3150,Cơ sở đo lường điện tử,3(3-1-0.5-6),3.0,5,0.7,215,ET3110,Electronic Measurement,Cơ sở đo lường điện tử,KDTVT
216,216,216,ET3170,Đồ án thiết kế I,2(1-1-1-4),2.0,4,1.0,216,ET3160,Design Project I,Đồ án thiết kế I,KDTVT
217,217,217,ET3180,Thông tin vô tuyến,3(3-0-1-6),3.0,4.5,0.7,217,ET3250/ET3130,Wireless Communications,Thông tin vô tuyến,KDTVT
218,218,218,ET3200,Cơ sở mạng thông tin,2(2-1-0-4),2.0,3,0.7,218,ET3010,Fundamentals of Communication Networks,Cơ sở mạng thông tin,KDTVT
219,219,219,ET3550,Thực tập cơ bản,3(0-0-9-0),3.0,6,1.0,219,"(ET3060/ET3061), ET3030, (ET3090/ET3230)",Basic Practicum,Thực tập cơ bản,KDTVT
220,220,220,ET3560,Thực tập nâng cao,3(0-0-9-0),3.0,6,1.0,220,ET3550/ET2020,Advanced Practicum,Thực tập nâng cao,KDTVT
221,221,221,MI1026,Giải tích II,4(3-2-0-8),4.0,5,0.7,221,,Calculus II,Giải tích II,KTTD
222,222,222,MI1034,Toán III,5(4-3-0-10),5.0,7,0.5,222,,Math III,Toán III,KTTD
223,223,223,MI1036,Đại số,4(3-2-0-8),4.0,5,0.7,223,,Algebra,Đại số,KTTD
224,224,224,MI1046,Phương trình vi phân và chuỗi,3(2-2-0-6),3.0,4,0.7,224,,Differential Equations and Series,Phương trình vi phân và chuỗi,KTTD
225,225,225,MI2013,Phương pháp tính,3(3-0-1-6),3.0,4.5,0.7,225,,Numerical Methods,Phương pháp tính,KTTD
226,226,226,MI2023,Xác suất thống kê,3(2-2-0-6),3.0,4,0.7,226,,Probability and Statistics,Xác suất thống kê,KTTD
227,227,227,MI2026,Xác xuất thống kê,4(3-2-0-8),4.0,5,0.7,227,,Probability and Statistics,Xác xuất thống kê,KTTD
228,228,228,MI2033,Xác suất nâng cao,2(2-1-0-4),2.0,3,0.7,228,MI1023,Advanced Statistics,Xác suất nâng cao,KTTD
229,229,229,MI2044,Phương pháp tính,2(2-1-0-4),2.0,3,0.5,229,,Numerical Methods,Phương pháp tính,KTTD
230,230,230,MI3010,Toán rời rạc,3(3-1-0-6),3.0,4,0.7,230,MI1140/MI1030/MI1141/MI1142/MI1143,Discrete Mathematics,Toán rời rạc,KTTD
231,231,231,MI3014,Tối ưu hoá,2(2-0-0-4),2.0,2,0.5,231,,Optimization,Tối ưu hoá,KTTD
232,232,232,MI3015,Toán ứng dụng,2(2-1-0-4),2.0,3,0.7,232,,Applied Mathematics,Toán ứng dụng,KTTD
233,233,233,MI3020,Giải tích hàm,3(3-1-0-6),3.0,4,0.7,233,"MI1020,MI1030,MI1040",Functional Analysis,Giải tích hàm,KTTD
234,234,234,MI3025,Logic học,2(2-1-0-4),2.0,3,0.7,234,,Logics,Logic học,KTTD
235,235,235,MI3030,Xác suất thống kê,4(3-2-0-8),4.0,5,0.7,235,MI2060/MI3020,Probability and Statistics,Xác suất thống kê,KTTD
236,236,236,MI3034,Phép tính hình thức & ứng dụng,1(1-0-0-2),1.0,1,0.5,236,,Formal Calculation and Applications,Phép tính hình thức & ứng dụng,KTTD
237,237,237,MSE4418,Thực tập kỹ thuật,2(0-0-4-6),2.0,4,0.7,237,,Engineering Practicum,Thực tập kỹ thuật,KKHVCNVL
238,238,238,EE4423,Thiết bị khí nén và thủy lực trong tự động hóa,3(3-1-0-6),3.0,4,0.75,238,,Pneumatic and Hydraulic Automation Elements,Thiết bị khí nén và thủy lực trong tự động hóa,KD
239,239,239,EE4422,Vi điều khiển và ứng dụng,3(2-1-1-6),3.0,4.5,0.75,239,"EE2130,(EE3490/EE3491)",Microcontrollers and Applications,Vi điều khiển và ứng dụng,KD
240,240,240,FLE1204,Language Communication Skills 2,4(2-2-0-8),4.0,4,0.6,240,,Language Communication Skills 2,Language Communication Skills 2,KNN
241,241,241,FLE1205,Dealing with Texts 2,3(2-1-0-4),3.0,3,0.6,241,,Dealing with Texts 2,Dealing with Texts 2,KNN
242,242,242,FLE1206,Learning to learn 2 (BTL),3(2-1-0-4),3.0,3,0.6,242,,Learning to learn 2,Learning to learn 2 (BTL),KNN
243,243,243,FLE1207,Professional skills 1,4(2-2-0-8),4.0,4,0.5,243,,Professional skills 1,Professional skills 1,KNN
244,244,244,IT3072E,Operating Systems,2(2-0-0-4),2.0,2,0.7,244,,Operating Systems,Operating Systems,KCNTT
245,245,245,MSE4001,Vật liệu kỹ thuật,2(2-0-0-4),2.0,2,0.7,245,,Engineering Materials,Vật liệu kỹ thuật,KKHVCNVL
246,246,246,ET3046,Cơ sinh,3(2-1-0.5-6),3.0,4,0.7,246,,Biomechanics,Cơ sinh,KDTVT
247,247,247,ET3116,Kỹ thuật vi xử lý,4(3-1-1-8),4.0,5.5,0.7,247,,Microprocessors,Kỹ thuật vi xử lý,KDTVT
248,248,248,ET3146,Mạch điện tử II,4(3-1-1-8),4.0,5.5,0.7,248,,Electronic Circuits II,Mạch điện tử II,KDTVT
249,249,249,ET4010E,Đồ án thiết kế,3(0-0-6-12),3.0,6,1.0,249,,Design Project,Đồ án thiết kế,KDTVT
250,250,250,ET4020E,Xử lý số tín hiệu,3(3-0-1-6),3.0,4.5,0.7,250,,Digital Signal Processing,Xử lý số tín hiệu,KDTVT
251,251,251,ET4040E,Kiến trúc máy tính,3(3-0-1-6),3.0,4.5,0.7,251,,Computer Architectures,Kiến trúc máy tính,KDTVT
252,252,252,ET4070E,Thông tin số 1,3(3-0-1-6),3.0,4.5,0.7,252,,Digital Communications 1,Thông tin số 1,KDTVT
253,253,253,ET4080E,Cơ sở kỹ thuật mạng,3(3-1-0-6),3.0,4,0.7,253,,Fundamentals of Network Engineering,Cơ sở kỹ thuật mạng,KDTVT
254,254,254,ET4218,Thiết kế Kỹ thuật y sinh IV,1(0-2-0-2),1.0,2,0.7,254,,Biomedical Engineering Design IV,Thiết kế Kỹ thuật y sinh IV,KDTVT
255,255,255,ET5080E,Thiết kế số sử dụng VHDL,3(3-1-0-6),3.0,4,0.7,255,,Digital Design using VHDL,Thiết kế số sử dụng VHDL,KDTVT
256,256,256,ET3310,Lý thuyết mật mã,3(3-1-0-6),3.0,4,0.7,256,,Theory of Cryptography,Lý thuyết mật mã,KDTVT
257,257,257,CH2014,Hóa sinh đại cương,3(3-0-0-6),3.0,3,0.7,257,,Biochemistry,Hóa sinh đại cương,KCNHH
258,258,258,TEX5163,Quá trình sản xuất xơ sợi nhân tạo,2(2-0-1-4),2.0,3.5,0.7,258,,Manufacturing process of man-made fibers,Quá trình sản xuất xơ sợi nhân tạo,KCNDMVTT
259,259,259,TEX3104,Đồ án thiết kế,3(0-0-6-6),3.0,6,0.5,259,,Design Project,Đồ án thiết kế,KCNDMVTT
260,260,260,EE5072,Cơ khí đường dây,2(2-1-0-4),2.0,3,0.7,260,,Mechanical design of overhead lines,Cơ khí đường dây,KD
261,261,261,IT4779,Xử lý dữ liệu lớn,2(2-1-0-4),2.0,3,0.7,261,,Big data,Xử lý dữ liệu lớn,KCNTT
262,262,262,IT4756,Thương mại điện tử,2(2-1-0-4),2.0,3,0.7,262,,Electronic Commerce,Thương mại điện tử,KCNTT
263,263,263,IT4757,Kỹ thuật mô hình hóa và mô phỏng,2(2-1-0-4),2.0,3,0.6,263,,Modeling and simulation,Kỹ thuật mô hình hóa và mô phỏng,KCNTT
264,264,264,IT4766,Lập trình kịch bản với JavaScript,2(2-1-0-4),2.0,3,0.6,264,,Script Programming,Lập trình kịch bản với JavaScript,KCNTT
265,265,265,IT4867,Xử lý dữ liệu phân tán,2(2-1-0-4),2.0,3,0.6,265,,Distributed Data Processing,Xử lý dữ liệu phân tán,KCNTT
266,266,266,IT4868,Khai phá Web,3(3-1-0-6),3.0,4,0.6,266,IT3190,Web mining,Khai phá Web,KCNTT
267,267,267,IT3680,Thuật toán ứng dụng,3(0-0-6-6),3.0,9,0.7,267,,Applied Algorithms,Thuật toán ứng dụng,KCNTT
268,268,268,BF5831,Thực tập tốt nghiệp KTTP,3(0-0-6-6),3.0,7.5,0.5,268,,Graduation Practicum,Thực tập tốt nghiệp KTTP,VCNSHVTP
269,269,269,CH1020,Hoá học đại cương,3(2-1-1-6),3.0,4.5,0.7,269,,General Chemistry,Hoá học đại cương,KCNHH
270,270,270,EE4536,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,2(2-1-0-4),2.0,3,0.7,270,,Instrumentation and Automatic Systems in environmental treatment,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,KD
271,271,271,MSE3306,Các tính chất điện tử của vật liệu,3(3-0-0-6),3.0,3,0.7,271,,Electronic Properties of Materials,Các tính chất điện tử của vật liệu,KKHVCNVL
272,272,272,ME2112,Cơ học kỹ thuật 1,2(2-1-0-4),2.0,3,0.7,272,,Engineering Mechanics 1,Cơ học kỹ thuật 1,KCK
273,273,273,IT4912,Điện toán đám mây - nguồn mở,2(2-2-0-4),2.0,4,0.7,273,,Open-source based Cloud Computing,Điện toán đám mây - nguồn mở,KCNTT
274,274,274,IT4404,Phát triển Web trên nền tảng mã nguồn mở,2(2-1-0-4),2.0,3,0.7,274,,Open-source based Web Development,Phát triển Web trên nền tảng mã nguồn mở,KCNTT
275,275,275,IT3112,Hạ tầng công nghệ thông tin mã nguồn mở,2(2-1-0-4),2.0,3,0.7,275,,Open-source IT infrastructure,Hạ tầng công nghệ thông tin mã nguồn mở,KCNTT
276,276,276,IT4532,Đổi mới sáng tạo và khởi nghiệp công nghệ,2(2-1-0-4),2.0,3,0.7,276,,Innovation and Start-up,Đổi mới sáng tạo và khởi nghiệp công nghệ,KCNTT
277,277,277,TEX4005,Hình họa thời trang cơ bản,2(0-0-4-4),2.0,6,0.6,277,,Basics Fashion Drawing,Hình họa thời trang cơ bản,KCNDMVTT
278,278,278,TEX4015,Mỹ thuật trang phục,3(1-0-4-6),3.0,7,0.6,278,,Costume Art,Mỹ thuật trang phục,KCNDMVTT
279,279,279,TEX4025,Hình họa thời trang nâng cao,2(0-0-4-4),2.0,6,0.6,279,,Advanced Fashion Drawing,Hình họa thời trang nâng cao,KCNDMVTT
280,280,280,TEX4035,Lịch sử trang phục,2(1-2-0-4),2.0,3,0.6,280,,History of Costume,Lịch sử trang phục,KCNDMVTT
281,281,281,TEX4045,Phát triển ý tưởng thời trang,3(0-0-6-6),3.0,9,0.6,281,,Fashion Concept Development,Phát triển ý tưởng thời trang,KCNDMVTT
282,282,282,TEX4055,Thiết kế thời trang theo chuyên đề,2(1-2-0-4),2.0,4,0.6,282,,Fashion Product Design and Development,Thiết kế thời trang theo chuyên đề,KCNDMVTT
283,283,283,TEX4065,Tin học ứng dụng trong thiết kế thời trang,2(0-0-4-4),2.0,6,0.6,283,,Computer aided Fashion Design,Tin học ứng dụng trong thiết kế thời trang,KCNDMVTT
284,284,284,TEX4075,Lịch sử thiết kế mỹ thuật,2(2-1-0-4),2.0,3,0.6,284,,History of design,Lịch sử thiết kế mỹ thuật,KCNDMVTT
285,285,285,TEX4085,Trình diễn thời trang,2(1-2-0-4),2.0,3,0.6,285,,Fashion Show Production,Trình diễn thời trang,KCNDMVTT
286,286,286,TEX4095,Thương hiệu thời trang,2(1-2-0-4),2.0,3,0.6,286,,Fashion Brand,Thương hiệu thời trang,KCNDMVTT
287,287,287,TEX4105,Tâm lý và hành vi khách hàng thời trang,2(1-2-0-4),2.0,3,0.7,287,,Psychology and Behavior of Fashion Customers,Tâm lý và hành vi khách hàng thời trang,KCNDMVTT
288,288,288,TEX4115,Kỹ thuật trang trí sản phẩm thời trang,2(1-2-0-4),2.0,3,0.6,288,,Decorative techniques for fashion products,Kỹ thuật trang trí sản phẩm thời trang,KCNDMVTT
289,289,289,TEX5005,Đồ họa quảng cáo thời trang,2(1-2-0-4),2.0,3,0.6,289,,Graphic design for fashion brands,Đồ họa quảng cáo thời trang,KCNDMVTT
290,290,290,TEX5015,Dự báo xu hướng thời trang,2(1-2-0-4),2.0,3,0.6,290,,Fashion Trend Forecasting,Dự báo xu hướng thời trang,KCNDMVTT
291,291,291,TEX5025,Tạo mẫu thời trang mang phong cách dân tộc,3(1-4-0-6),3.0,5,0.6,291,,Ethnic design in fashion,Tạo mẫu thời trang mang phong cách dân tộc,KCNDMVTT
292,292,292,TEX5035,Tạo mẫu thời trang 3D,2(0-0-4-4),2.0,6,0.6,292,,3D fashion design,Tạo mẫu thời trang 3D,KCNDMVTT
293,293,293,TEX5045,Thiết kế bộ sưu tập thời trang công nghiệp,2(2-1-0-4),2.0,3,0.6,293,,Ready-to-wear collection,Thiết kế bộ sưu tập thời trang công nghiệp,KCNDMVTT
294,294,294,TEX5055,Đồ án thiết kế thời trang công nghiệp,3(0-0-6-6),3.0,9,0.5,294,,Ready-to-wear design project,Đồ án thiết kế thời trang công nghiệp,KCNDMVTT
295,295,295,TEX5065,Tạo mẫu phụ trang,2(1-2-0-4),2.0,3,0.6,295,,Accessories Design,Đồ án thiết kế thời trang công nghiệp,KCNDMVTT
296,296,296,TEX5075,Thiết kế phụ trang,2(0-0-4-4),2.0,6,0.6,296,,Accessories Technical Design,Thiết kế phụ trang,KCNDMVTT
297,297,297,TEX5095,Phong cách thời trang,2(1-2-0-4),2.0,3,0.6,297,,Fashion Styling,Phong cách thời trang,KCNDMVTT
298,298,298,IT3362,Kỹ năng ITSS học bằng tiếng Nhật 1,2(0-4-0-4),2.0,4,0.5,298,,FE-ITSS Practice in Japanese 1,Kỹ năng ITSS học bằng tiếng Nhật 1,KCNTT
299,299,299,IT3382,Kỹ năng ITSS học bằng tiếng Nhật 2,2(0-4-0-4),2.0,4,0.5,299,,FE-ITSS Practice in Japanese 2,Kỹ năng ITSS học bằng tiếng Nhật 2,KCNTT
300,300,300,EE1002,Nhập môn công nghệ kỹ thuật điện,2(2-0-1-4),2.0,3.5,0.7,300,,Introduction to Electrical Engineering,Nhập môn công nghệ kỹ thuật điện,KD
301,301,301,EE3511,Truyền động điện,3(3-0-1-6),3.0,4.5,0.7,301,,Electric Drives,Truyền động điện,KD
302,302,302,EE3111,Kỹ thuật đo lường,2(2-0-1-4),2.0,3.5,0.7,302,,Instrumentations,Kỹ thuật đo lường,KD
303,303,303,EE3412,Điện tử công suất,3(3-0-1-6),3.0,4.5,0.7,303,,Power Electronics,Điện tử công suất,KD
304,304,304,EE3081,Máy điện II,3(3-1-0-6),3.0,4,0.7,304,,Electric Machine II,Máy điện II,KD
305,305,305,EE3050,Vật liệu kỹ thuật điện,3(3-1-0-6),3.0,4,0.7,305,,Electrical Materials,Vật liệu kỹ thuật điện,KD
306,306,306,EE3171,Thí nghiệm HTĐ I,1(0-0-2-2),1.0,3,1.0,306,,Laboratory Course in Power System Supply I,Thí nghiệm HTĐ I,KD
307,307,307,EE3070,Điều khiển máy điện,3(3-0-1-6),3.0,4.5,0.5,307,,Electric machine control,Điều khiển máy điện,KD
308,308,308,EE3082,Chiếu sáng dân dụng & công nghiệp,3(3-1-0-6),3.0,4,0.7,308,,Lighting Engineering,Chiếu sáng dân dụng & công nghiệp,KD
309,309,309,EE3060,Thiết bị đóng cắt cao áp,3(3-0-1-6),3.0,4.5,0.7,309,,High voltage Circuit Breaker,Thiết bị đóng cắt cao áp,KD
310,310,310,EE3061,Máy điện III,3(3-1-0-6),3.0,4,0.7,310,,Electric Machine III,Máy điện III,KD
311,311,311,EE3267,Công nghệ chế tạo máy điện,3(3-1-0-6),3.0,4,0.7,311,,Manufacturing Technology of Electrical Machines,Công nghệ chế tạo máy điện,KD
312,312,312,EE3170,Lưới điện I,4(4-1-0-8),4.0,5,0.7,312,,Electric Power Network I,Lưới điện I,KD
313,313,313,EE3172,Ngắn mạch trong HTĐ,3(3-1-0-6),3.0,4,0.7,313,,Short Circuit Analysis,Ngắn mạch trong HTĐ,KD
314,314,314,EE3174,Bảo vệ và điều khiển HTĐ I,3(3-1-0-6),3.0,4,0.7,314,,Power System Protection I,Bảo vệ và điều khiển HTĐ I,KD
315,315,315,EE3175,Thí nghiệm HTĐ III (BV & ĐK),1(0-0-2-2),1.0,3,1.0,315,,Laboratory Course in Power System Supply III,Thí nghiệm HTĐ III (BV & ĐK),KD
316,316,316,EE3176,Phần điện Nhà máy điện và Trạm biến áp,3(3-1-0-6),3.0,4,0.7,316,,Electric Parts of Power Plant and Substation,Phần điện Nhà máy điện và Trạm biến áp,KD
317,317,317,EE3177,Thí nghiệm HTĐ IV (NMĐ & TBA),1(0-0-2-2),1.0,3,1.0,317,,Laboratory Course in Power System Supply IV,Thí nghiệm HTĐ IV (NMĐ & TBA),KD
318,318,318,EE3830,Đồ án III,2(0-0-4-4),2.0,4,1.0,318,,Project III,Đồ án III,KD
319,319,319,MI2001,Nhập môn HTTTQL,3(3-0-0-6),3.0,3,0.7,319,,Introduction to MIS,Nhập môn HTTTQL,KTTD
320,320,320,MI3031,Suy luận thống kê,3(2-2-0-6),3.0,4,0.7,320,,Statistical inference,Suy luận thống kê,KTTD
321,321,321,MI4260,An toàn HTTT,3(3-1-0-6),3.0,4,0.7,321,,Information Systems Security,An toàn HTTT,KTTD
322,322,322,EM3109,Kinh tế học đại cương,4(3-2-0-8),4.0,5,0.7,322,,Fundamentals of Economics,Kinh tế học đại cương,KKTVQL
323,323,323,MI4202,Khai phá dữ liệu,3(3-1-0-6),3.0,4,0.7,323,,Data Mining,Khai phá dữ liệu,KTTD
324,324,324,MI4212,Kho dữ liệu và kinh doanh thông minh,3(3-1-0-6),3.0,4,0.7,324,,Data warehouse and Business intelligence,Kho dữ liệu và kinh doanh thông minh,KTTD
325,325,325,EM4210,Khởi sự kinh doanh,3(2-2-0-6),3.0,4,0.6,325,,Business Start-up,Khởi sự kinh doanh,KKTVQL
326,326,326,MI4402,Lập trình mobile,3(2-0-2-6),3.0,5,0.7,326,,Mobile programming,Lập trình mobile,KTTD
327,327,327,MI4302,Hệ thống phân tán,3(2-0-2-6),3.0,5,0.7,327,,Distributed systems,Hệ thống phân tán,KTTD
328,328,328,MI4412,Quản trị dự án CNTT,3(2-2-0-6),3.0,4,0.7,328,,IT project management,Quản trị dự án CNTT,KTTD
329,329,329,MI4422,Quản trị quan hệ khách hàng,3(3-1-0-6),3.0,4,0.7,329,,Customer Relationship Management,Quản trị quan hệ khách hàng,KTTD
330,330,330,MI4392,Công nghệ web và kinh doanh điện tử,3(2-0-2-6),3.0,5,0.7,330,,Web and E-business,Công nghệ web và kinh doanh điện tử,KTTD
331,331,331,EM2210,Giao tiếp kinh doanh và thuyết trình,2(2-1-0-4),2.0,3,0.7,331,,Business Communication,Giao tiếp kinh doanh và thuyết trình,KKTVQL
332,332,332,EM3221,Kỹ năng viết báo cáo khoa học,2(1-2-0-4),2.0,3,0.7,332,,Report and Thesis Writing,Kỹ năng viết báo cáo khoa học,KKTVQL
333,333,333,MI1111,Giải tích I,4(3-2-0-8),4.0,5,0.7,333,,Calculus I,Giải tích I,KTTD
334,334,334,MI1121,Giải tích II,3(2-2-0-6),3.0,4,0.7,334,,Calculus II,Giải tích II,KTTD
335,335,335,MI1131,Giải tích III,3(2-2-0-6),3.0,4,0.7,335,,Calculus III,Giải tích III,KTTD
336,336,336,MI1141,Đại số,4(3-2-0-8),4.0,5,0.7,336,,Algebra,Đại số,KTTD
337,337,337,MI1112,Giải tích I,3(2-2-0-6),3.0,4,0.7,337,,Calculus I,Giải tích I,KTTD
338,338,338,MI1122,Giải tích II,3(2-2-0-6),3.0,4,0.7,338,,Calculus II,Giải tích II,KTTD
339,339,339,MI1132,Giải tích III,3(2-2-0-6),3.0,4,0.7,339,,Calculus III,Giải tích III,KTTD
340,340,340,MI1142,Đại số,3(2-2-0-6),3.0,4,0.7,340,,Algebra,Đại số,KTTD
341,341,341,MI1113,Giải tích I,4(3-2-0-8),4.0,5,0.7,341,,Calculus I,Giải tích I,KTTD
342,342,342,MI1133,Giải tích III,3(2-2-0-6),3.0,4,0.7,342,,Calculus III,Giải tích III,KTTD
