,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số
344,344,EE1024,Nhập môn ngành Điện,2(1-1-1-4),2,3.5,0.5
345,345,EE3179,Thí nghiệm HTĐ II (LĐ),1(0-0-2-2),1,3,1
346,346,FL1023,Ngữ âm thực hành,2(2-1-0-4),2,3,0.5
347,347,FL1024,Ngữ pháp ứng dụng,2(2-1-0-4),2,3,0.5
348,348,BIT3030,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7
349,349,BIT3010,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7
350,350,EM2130,Toán tài chính đại cương,2(2-1-0-4),2,3,0.7
351,351,EM2300,Tin học kinh tế cơ sở,2(1-0-2-4),2,4,0.7
352,352,EM1300,Nhập môn Quản trị kinh doanh,2(1-2-0-4),2,3,0.7
353,353,EM1400,Nhập môn Quản lý công nghiệp,2(1-2-0-4),2,3,0.7
354,354,EM1500,Nhập môn Tài chính ngân hàng,2(1-2-0-4),2,3,0.7
355,355,EM1600,Nhập môn Kinh tế công nghiệp,2(1-2-0-4),2,3,0.7
356,356,EM1700,Nhập môn Kế toán,2(1-2-0-4),2,3,0.7
357,357,CH1015,Hoá học II,3(2-1-1-6),3,4.5,0.7
358,358,CH1017,Hoá học,3(2-1-1-6),3,4.5,0.7
359,359,CH1018,Hoá học,2(2-1-0-4),2,3,0.7
360,360,CH1019,Hoá học,3(2-2-0-6),3,4,0.7
361,361,CH3008,Hoá lý,2(2-1-0-4),2,3,0.7
362,362,CH3081,Hoá lý,2(2-1-0-4),2,3,0.7
363,363,CH3082,Thí nghiệm Hoá lý,1(0-0-2-2),1,3,0.7
364,364,EM1100,Kinh tế vi mô đại cương,3(3-1-0-6),3,4,0.7
365,365,EM1110,Kinh tế học vĩ mô đại cương,3(3-1-0-6),3,4,0.7
366,366,PE1014,Lý luận TDTT,0(0-0-2-0),0,1.5,1
367,367,PE3304,Chuyên sâu Bóng rổ 4,0(0-0-2-0),0,1.5,1
368,368,BFL3011,Kỹ năng nói tiếng Anh I,2(2-1-0-4),2,3,0.5
369,369,BFL3021,Kỹ năng nghe tiếng Anh I,3(2-2-0-6),3,4,0.6
370,370,BFL3031,Kỹ năng đọc tiếng Anh I,2(2-1-0-4),2,3,0.6
371,371,BFL3041,Kỹ năng viết tiếng Anh I,3(2-2-0-6),3,4,0.6
372,372,BFL3715,Ngữ pháp TA thực hành I,2(1-2-0-4),2,3,0.6
373,373,BFL3012,Kỹ năng nói tiếng Anh II,2(2-1-0-4),2,3,0.5
374,374,BFL3022,Kỹ năng nghe tiếng Anh II,3(2-2-0-6),3,4,0.6
375,375,BFL3032,Kỹ năng đọc tiếng Anh II,3(2-2-0-6),3,4,0.6
376,376,BFL1330,Tiếng Việt thực hành,2(0-2-0-4),2,2,0.7
377,377,BFL3013,Kỹ năng nói tiếng Anh III,3(2-2-0-6),3,4,0.5
378,378,BFL3042,Kỹ năng viết tiếng Anh II (BTL),3(2-1-0-6),3,3,0.6
379,379,BFL3023,Kỹ năng nghe tiếng Anh III,3(2-2-0-6),3,4,0.6
380,380,BFL3716,Ngữ pháp TA thực hành II,2(1-2-0-4),2,3,0.6
381,381,BFL3055,Tiếng Anh kinh tế &KD I,3(2-2-0-6),3,4,0.5
382,382,BFL3033,Kỹ năng đọc tiếng Anh III,3(2-2-0-6),3,4,0.6
383,383,EE3649,Cơ sở điện tử công suất,3(3-0-1-6),3,4.5,0.7
384,384,EE4226,Điều khiển logic và PLC,3(3-1-0-6),3,4,0.7
385,385,EE2036,Tương thích điện từ,2(2-0-0-4),2,2,0.7
386,386,EE4616,Cảm biến và đo lường thông minh,3(3-1-0-6),3,4,0.7
387,387,FL3061,Nhập môn Tiếng Anh KHCN,2(2-1-0-4),2,3,0.6
388,388,BFL3043,Kỹ năng viết tiếng Anh III (BTL),3(3-1-0-6),3,4,0.5
389,389,BFL3250,Văn hóa xã hội Anh,2(2-1-0-4),2,3,0.7
390,390,BFL3051,Tiếng Anh KT điện - điện tử I,3(2-2-0-6),3,4,0.5
391,391,BFL4071,Dịch viết I,3(2-2-0-6),3,4,0.5
392,392,BFL3054,Tiếng Anh Hóa- Môi trường,3(2-2-0-6),3,4,0.6
393,393,BFL3052,TA CN thông tin & truyền thông I,3(2-2-0-6),3,4,0.6
394,394,BFL3053,TA Cơ khí & Khoa học vật liệu I,3(2-2-0-6),3,4,0.6
395,395,BFL4062,Dịch nói I,3(2-0-2-6),3,5,0.6
396,396,BFL4072,Thực hành dịch viết II,2(2-1-0-4),2,3,0.5
397,397,BFL5090,Thực tập tốt nghiệp,2(0-0-4-8),2,5,0.5
398,398,BFL5091,ESP project,3(2-2-0-6),3,7.5,0.5
399,399,FL3221,Cú pháp học,2(2-1-0-4),2,3,0.5
400,400,FL3151,Tiếng Anh Kỹ thuật Điện - Điện tử,2(2-1-0-4),2,3,0.5
401,401,FL3152,Tiếng Anh Công nghệ Thông tin và Truyền thông,3(2-2-0-6),3,4,0.6
402,402,FL3153,Tiếng Anh Cơ khí và Khoa học Vật liệu,3(2-2-0-6),3,4,0.6
403,403,FL3154,Tiếng Anh Hoá - Môi trường,2(2-1-0-4),2,3,0.5
404,404,FL3155,Tiếng Anh Kinh tế và Kinh doanh,2(2-1-0-4),2,3,0.5
405,405,FL3156,Lý thuyết biên - phiên dịch,2(2-0-0-4),2,2,0.6
406,406,FL3157,Phiên dịch,3(2-0-2-6),3,5,0.5
407,407,FL3158,Biên dịch,3(2-2-0-6),3,4,0.5
408,408,FL4115,Biên dịch KHCN,3(2-2-0-6),3,4,0.5
409,409,MI3052,Nhập môn các phương pháp tối ưu,2(2-1-0-4),2,3,0.7
410,410,FL4116,Phiên dịch KHCN,3(2-0-2-6),3,5,0.5
411,411,ME2101,Sức bền vật liệu I,2(2-0-1-4),2,3.5,0.7
412,412,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),3,4.5,0.7
413,413,EE3289,Cơ sở điều khiển tự động,4(3-1-1-8),4,5.5,0.5
414,414,EE2031,Trường điện từ,3(3-0-1-6),3,4.5,0.7
415,415,ME2115,Vẽ kỹ thuật trên máy tính,2(2-1-0-4),2,3,0.7
416,416,CH3071,Hóa lý,2(2-1-0-4),2,3,0.7
417,417,CH3051,Hóa lý 1,2(2-1-0-4),2,3,0.7
418,418,BF2901,Nhập môn công nghệ thực phẩm,2(2-0-1-4),2,3.5,0.7
419,419,MI3131,Toán kinh tế,2(2-1-0-4),2,3,0.7
420,420,ME2002,Nhập môn cơ điện tử,3(2-1-1-6),3,4.5,0.7
421,421,ME3213,Kỹ thuật lập trình trong CĐT,3(2-2-0-6),3,4,0.7
422,422,ME3215,Cơ sở máy CNC,3(3-0-1-6),3,4.5,0.7
423,423,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),2,3,0.7
424,424,CH2005,Thực tập Nhập môn Kỹ thuật in và truyền thông,1(0-0-2-2),1,2,0.6
425,425,CH2006,Đồ án nhập môn Kỹ thuật in,2(0-0-4-4),2,4,0.6
426,426,FL0400,TOEIC 400,3(2-2-0-6),0,0,1
427,427,FL0500,TOEIC 500,3(2-2-0-6),0,0,1
428,428,BF3704,Miễn dịch học,2(2-0-0-4),2,2,0.7
429,429,BF3705,Di truyền học và Sinh học phân tử,3(2-2-0-6),3,4,0.7
430,430,MI3040,Giải tích số,4(4-1-0-8),4,5,0.7
431,431,MI3044,Phân tính thống kê & phân tích dữ liệu,1(1-0-0-2),1,1,0.5
432,432,MI3050,Các phương pháp tối ưu,4(4-1-0-8),4,5,0.6
433,433,MI2054,Hàm biến phức và đại số ma trận,2(2-1-0-4),2,3,0.8
434,434,MI3060,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7
435,435,MI3080,Giải tích phức và ứng dụng,3(3-1-0-6),3,4,0.7
436,436,MI3090,Cơ sở dữ liệu,3(3-1-0-6),3,4,0.7
437,437,MI3100,Hệ điều hành Unix (Linux),3(3-1-0-6),3,4,0.7
438,438,MI3110,Kiến trúc máy tính và hợp ngữ,3(3-1-0-6),3,4,0.7
439,439,MI3120,Phân tích và thiết kế hệ thống,3(2-2-0-6),3,4,0.7
440,440,MI1037,Toán đại cương III,2(2-0-0-4),2,2,0.7
441,441,MI1137,Bài tập toán đại cương III,1(0-2-0-4),1,2,0.7
442,442,PH1014,Vật lý I,4(3-2-1-8),4,6.5,0.5
443,443,PH1016,Vật lý đại cương I,4(2-2-1-8),4,5.5,0.6
444,444,PH1024,Vật lý II,4(3-2-1-8),4,6.5,0.5
445,445,PH1026,Vật lý đại cương II,4(3-2-1-8),4,6.5,0.6
446,446,PH3010,Phương pháp toán cho vật lý,3(2-2-0-6),3,4,0.7
447,447,PH3020,Cơ giải tích,2(2-0-0-4),2,2,0.7
448,448,PH3030,Trường điện từ,3(3-0-0-6),3,3,0.7
449,449,PH3040,Kỹ thuật xung và số,2(2-1-0-4),2,3,0.7
450,450,PH3060,Cơ học lượng tử,3(2-2-0-6),3,4,0.7
451,451,PH3070,Kỹ thuật chân không,2(2-0-0-4),2,2,0.7
452,452,PH3080,Cảm biến và kỹ thuật đo lường,3(3-0-0-6),3,3,0.7
453,453,PH3090,Quang học kỹ thuật,3(2-1-1-6),3,4.5,0.7
454,454,PH3100,Mô hình hoá,3(2-1-1-6),3,4.5,0.7
455,455,PH3110,Vật lý chất rắn,3(3-0-0-6),3,3,0.7
456,456,PH3120,Vật lý thống kê,3(2-2-0-6),3,4,0.7
457,457,PH3130,Cơ sở vật lý hạt nhân,2(2-1-0-4),2,3,0.7
458,458,PH3140,Tin học ghép nối,3(2-1-1-6),3,4.5,0.7
459,459,PH3150,Thực tập nhận thức,3(0-0-6-12),3,6,1
460,460,PH3160,Kỹ thuật vi xử lý,2(2-1-0.5-4),2,4,0.7
461,461,PH3180,Cơ sở các phương pháp đo lường Vật lý,2(1-1-1-4),2,3.5,0.7
462,462,PH3190,Vật lý và linh kiện bán dẫn,3(2-1-1-6),3,4.5,0.7
463,463,PH3200,Quang ĐT và thông tin quang sợi,3(2-1-1-6),3,4.5,0.7
464,464,PH3210,Kỹ thuật bức xạ điện từ,2(2-1-0-4),2,3,0.7
465,465,PH3220,Vật lý bán dẫn,2(2-1-0.5-4),2,4,0.7
466,466,PH3230,Kỹ thuật hạt nhân & vật lý môi trường,2(2-1-0.5-4),2,4,0.7
467,467,PH3240,Năng lượng mới đại cương,3(3-0-0-6),3,3,0.7
468,468,PH3250,Mạng máy tính,2(1-1-0.5-4),2,3,0.7
469,469,PH3260,Tin học vật lý,2(2-1-0-4),2,3,0.7
470,470,PH3270,Các phương pháp phân tích lý hoá,2(1-1-1-4),2,3.5,0.7
471,471,PH3280,Vật lý siêu âm và ứng dụng,3(2-1-1-6),3,4.5,0.7
472,472,PH3290,Vật lý và công nghệ nano,2(1-1-1-4),2,3.5,0.7
473,473,PH3301,Phân tích cấu trúc,3(2-1-1-6),3,4.5,0.7
474,474,PH3310,Kỹ thuật phân tích hạt nhân,2(2-1-0.5-4),2,4,0.7
475,475,CH3000,Hóa lý 1 (Cấu tạo chất),2(2-1-0.5-4),2,4,0.75
476,476,CH3001,Hóa lý 1 (máy hoá),2(2-1-0.5-4),2,4,0.75
477,477,CH3002,Hóa lý (CN sinh học và thực phẩm),3(3-1-1-6),3,5.5,0.75
478,478,CH3004,Hóa lý (vật liệu),2(2-1-0.5-4),2,4,0.75
479,479,CH3010,Hóa lý 2 (Nhiệt động hóa học),2(2-1-0.5-4),2,4,0.75
480,480,CH3011,Hóa lý 2 (máy hoá),2(2-1-0.5-4),2,4,0.75
481,481,CH3020,Hóa lý 3 (Động hóa học và hấp phụ),2(2-1-0.5-4),2,4,0.75
482,482,CH3030,Hóa lý 4 (Điện hóa học và hóa keo),2(2-1-0.5-4),2,4,0.75
483,483,CH3100,Hóa vô cơ 1 (KTHH),3(3-1-1-6),3,5.5,0.75
484,484,CH3110,Hóa vô cơ 2 (KTHH),2(2-1-0.5-4),2,4,0.75
485,485,CH3121,Hóa vô cơ,2(2-1-0-4),2,3,0.7
486,486,CH3122,"Hóa vô cơ (CN môi trường, CNTP và luyện kim)",3(2-2-0.5-6),3,5,0.75
487,487,CH3201,Hóa hữu cơ,2(2-1-0-4),2,3,0.8
488,488,CH3210,Hóa hữu cơ 2 (KTHH),3(3-1-1-6),3,5.5,0.75
489,489,CH3211,Hóa hữu cơ 2 (CN in),2(2-1-0.5-4),2,4,0.75
490,490,CH3221,Hóa hữu cơ (máy hoá),3(3-1-1-6),3,5.5,0.75
491,491,CH3222,Hóa hữu cơ (luyện kim),2(2-1-0-4),2,3,0.75
492,492,CH3223,Hóa hữu cơ,3(2-1-1-6),3,4.5,0.8
493,493,CH3224,Hóa hữu cơ,2(2-1-0-4),2,3,0.75
494,494,CH3225,Hóa hữu cơ,3(3-0-1-6),3,4.5,0.75
495,495,CH3300,Hóa phân tích 1 (KTHH),3(3-1-0-6),3,4,0.75
496,496,CH3301,Hóa phân tích 1 (máy hoá),2(2-1-0-4),2,3,0.75
497,497,CH3302,Hóa phân tích 1 (CN nhuộm),2(2-1-0-4),2,3,0.75
498,498,CH3303,Hóa phân tích 1 (CN Môi trường),2(2-1-0-4),2,3,0.75
499,499,CH3305,Hóa phân tích (CN Vật liệu),2(2-1-0-4),2,3,0.75
500,500,PE2010,Giáo dục thể chất D,0(0-0-2-0),0,1.5,1
501,501,ET2010,Kỹ thuật điện tử,3(3-0-1-6),3,4.5,0.7
502,502,FL3041,Kỹ năng viết tiếng Anh I,2(2-1-0-4),2,3,0.5
503,503,FL3042,Kỹ năng viết tiếng Anh II,3(2-1-0-6),3,3,0.5
504,504,MI1117,Bài tập toán đại cương I,1(0-2-0-4),1,2,0.7
505,505,MI2034,Xác suất thống kê,3(3-1-0-6),3,4,0.5
506,506,PH3035,Trường điện từ,2(2-0-0-4),2,2,0.7
507,507,ET2100E,Vật liệu điện tử,3(3-0-1-6),3,4.5,0.7
508,508,BF2010,Hóa sinh thực phẩm,3(3-0-0-6),3,3,0.7
509,509,EV5130,Thí nghiệm xử lý nước và nước thải,3(1-0-4-6),3,9,0.5
510,510,BF2410,Công nghệ sinh học đại cương,3(3-1-0-6),3,4,0.7
511,511,BF3012,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,0.7
512,512,BF3013,TN Vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.7
513,513,BF3014,Quá trình và thiết bị cơ học,3(2-1-1-6),3,4.5,0.7
514,514,BF3015,Quá trình và thiết bị chuyển khối,3(2-1-1-6),3,4.5,0.7
515,515,BF3016,Quá trình và thiết bị truyền nhiệt,2(2-0-1-4),2,3.5,0.7
516,516,BF3017,Đồ án I – Quá trình và thiết bị,1(0-0-2-2),1,2,0.7
517,517,BF3018,Quản lý chất lượng trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7
518,518,BF3019,Kỹ thuật đo lường và lý thuyết điều khiển tự động,3(3-0-1-6),3,4.5,0.7
519,519,BF3022,Kỹ thuật xử lý chất thải trong công nghiệp thực phẩm,2(1-2-0-4),2,3,0.7
520,520,BF3032,Dinh dưỡng và an toàn thực phẩm,3(2-2-0-4),3,4,0.7
521,521,BF3111,Vi sinh vật,3(3-0-0-6),3,3,0.7
522,522,BF3112,TN Vi sinh vật,2(0-0-4-4),2,6,0.7
523,523,BF3113,Sinh học tế bào và miễn dịch,4(3-1-1-8),4,5.5,0.7
524,524,BF3114,Sinh thái học môi trường,3(3-0-0-6),3,3,0.7
525,525,BF3115,Di truyền học và sinh học phân tử,3(2-2-0-6),3,4,0.7
526,526,BF3116,Kỹ thuật gen,3(2-1-1-6),3,4.5,0.7
527,527,BF3117,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,0.7
528,528,BF3121,Quá trình và thiết bị CNSH,2(2-0-0-4),2,2,0.7
529,529,BF4291,Kỹ thuật thực phẩm,3(3-0-0-6),3,3,0.7
530,530,BF4310,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7
531,531,BF4313,Phân tích thành phần lý hóa thực phẩm,2(1-0-2-4),2,4,0.7
532,532,CH2010,Cơ sở hóa học vật liệu,3(2-1-1-6),3,4.5,0.7
533,533,CH3041,Hóa lý I,3(3-1-0-6),3,4,0.7
534,534,CH3060,Hóa lý II,3(3-1-0-6),3,4,0.7
535,535,CH3062,TN Hóa lý II,1(0-0-2-2),1,3,0.7
536,536,CH3124,Hóa vô cơ,4(4-0-0-8),4,4,0.7
537,537,CH3131,TN Hóa vô cơ,2(0-0-4-4),2,6,0.7
538,538,CH3220,Hóa hữu cơ,4(4-1-0-8),4,5,0.7
539,539,CH3228,Hóa hữu cơ I,3(3-0-0-6),3,3,0.7
540,540,CH3229,Hóa hữu cơ II,2(2-0-0-4),2,2,0.7
541,541,CH3230,TN Hóa hữu cơ,1(0-0-2-2),1,3,0.7
542,542,CH3231,TN Hóa hữu cơ I,1(0-0-2-2),1,3,0.7
543,543,CH3232,TN Hóa hữu cơ II,1(0-0-2-2),1,3,0.7
544,544,CH3322,Các phương pháp phân tích bằng công cụ,2(2-1-0-4),2,3,0.7
545,545,CH3331,Cơ sở hóa phân tích,3(3-1-0-6),3,4,0.7
546,546,CH3340,TN Hóa phân tích,2(0-0-4-4),2,6,0.7
547,547,CH3341,TN Phân tích bằng công cụ,1(0-0-2-2),1,3,0.7
548,548,CH3403,Quá trình và thiết bị CNHH,4(4-1-0-8),4,5,0.7
549,549,CH3412,Quá trình và thiết bị CNHH II,2(2-1-0-4),2,3,0.7
550,550,CH3431,Quá trình và thiết bị truyền nhiệt-chuyển khối,4(3-1-1-8),4,5.5,0.7
551,551,CH3441,Đồ án quá trình và thiết bị,1(0-0-2-2),1,2,0.7
552,552,CH3454,Phương pháp số trong CNHH,2(2-0-1-4),2,3.5,0.7
553,553,CH3456,Cơ khí ứng dụng,3(3-1-0-6),3,4,0.7
554,554,CH3472,Hóa kỹ thuật đại cương,3(3-0-0-6),3,3,0.7
555,555,CH3480,TN Quá trình và thiết bị I,1(0-0-2-2),1,3,1
556,556,CH3481,Quy hoạch thực nghiệm,2(2-1-0-4),2,3,0.7
557,557,CH3490,TN Quá trình và thiết bị II,1(0-0-2-2),1,3,1
558,558,CH3500,Vật liệu polyme,3(3-0-0-6),3,3,0.7
559,559,CH3640,Kỹ thuật chế bản điện tử,4(3-1-1-8),4,5.5,0.7
560,560,CH3690,Đồ án thiết kế,3(0-0-6-6),3,6,0.7
561,561,CH3700,Vật liệu ceramic,3(3-0-0-6),3,3,0.7
562,562,CH3901,Đồ án nghiên cứu,3(0-0-6-6),3,6,0.7
563,563,CH4091,Hóa học chất tạo màng,3(2-1-0-6),3,3,0.7
564,564,CH4093,Hóa polyme,3(3-1-0-6),3,4,0.7
565,565,CH4095,Kỹ thuật xử lý bề mặt vật liệu,3(3-0-0-6),3,3,0.7
566,566,CH4211,Hóa lý Silicat,3(3-1-0-6),3,4,0.7
567,567,CH4214,Lò công nghiệp silicat,3(3-1-0-6),3,4,0.7
568,568,ED3120,Giáo dục học,2(2-0-0-4),2,2,0.7
569,569,ED3130,Lý luận dạy học,3(2-2-0-4),3,4,0.7
570,570,ED3151,Thực hành nghề cơ bản ngành KTĐT,3(0-0-6-6),3,9,0.7
571,571,ED3152,Thực hành nghề cơ bản ngành KTĐ,3(0-0-6-6),3,9,0.7
572,572,ED3153,Thực hành nghề cơ bản ngành KTCK,3(0-0-6-6),3,9,0.7
573,573,ED3154,Thực hành nghề cơ bản ngành CNTT,3(0-0-6-6),3,9,0.7
574,574,EE3140,Máy điện I,3(3-0-1-6),3,4.5,0.5
575,575,EE3339,Điều khiển và tự động hóa QTSX,3(3-1-0-6),3,4,0.7
576,576,EE3420,Hệ thống cung cấp điện,4(3-1-1-8),4,5.5,0.7
577,577,EE3481,Vi điều khiển và ứng dụng,3(2-1-1-6),3,4.5,0.7
578,578,EE3550,Điều khiển quá trình,3(3-0-1-6),3,4.5,0.6
579,579,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),3,4.5,0.7
580,580,EE3810,Đồ án I,2(0-4-0-8),2,4,0.5
581,581,EE4010,Lưới điện,3(3-1-0-8),3,4,0.7
582,582,EE4020,Ngắn mạch trong hệ thống điện,3(3-1-0-6),3,4,0.7
583,583,EE4030,Phần điện nhà máy điện và trạm biến áp,4(4-0-0-8),4,4,0.7
584,584,EE4050,Kỹ thuật điện cao áp I,3(3-1-0-6),3,4,0.7
585,585,EE4080,Máy điện II,3(3-1-0-6),3,4,0.5
586,586,EE4081,Vật liệu kỹ thuật điện,2(2-0-1-4),2,3.5,0.7
587,587,EM4720,Kế toán doanh nghiệp,4(3-2-0-8),4,5,0.7
588,588,ET3102,Kỹ thuật điện tử,4(3-1-1-8),4,5.5,0.7
589,589,ET3240,Điện tử tương tự II,3(3-0-1-6),3,4.5,0.7
590,590,ET3250,Thông tin số,3(3-0-1-6),3,4.5,0.7
591,591,ET3260,Kỹ thuật phần mềm ứng dụng,2(2-1-0-4),2,3,0.7
592,592,ET3280,Anten và truyền sóng,2(2-0-1-4),2,3.5,0.7
593,593,ET3290,Đồ án thiết kế I,2(0-0-4-4),2,4,1
594,594,ET4020,Xử lý tín hiệu số,3(3-0-1-6),3,4.5,0.7
595,595,EV3111,Chuyển khối trong CNMT,3(2-1-1-6),3,4.5,0.7
596,596,EV3112,Kỹ thuật phản ứng,3(3-0-0-6),3,3,0.7
597,597,EV3113,Hóa học môi trường,3(3-0-1-6),3,4.5,0.7
598,598,EV3114,Hóa sinh môi trường,3(3-0-1-6),3,4.5,0.7
599,599,EV3115,Vi sinh môi trường,3(3-0-1-6),3,4.5,0.7
600,600,EV3121,Độc học môi trường,2(2-0-1-4),2,3.5,0.6
601,601,EV3122,Đồ án I,2(0-0-4-4),2,4,0.7
602,602,EV3123,Kỹ thuật kiểm soát ô nhiễm không khí,4(3-1-1-8),4,5.5,0.7
603,603,EV3211,Sinh thái học môi trường,2(2-1-0-4),2,3,0.7
604,604,EV3221,Phân tích chất lượng môi trường,3(2-0-2-6),3,5,0.7
605,605,EV3222,Bảo vệ đa dạng sinh học,2(2-0-0-4),2,2,0.7
606,606,FL3052,Tiếng Anh CN Thông tin và Truyền thông I,3(2-2-0-6),3,4,0.5
607,607,FL3053,Tiếng Anh Cơ khí và Vật liệu I,3(2-2-0-6),3,4,0.5
608,608,FL4010,Dịch nói II TA KT Điện-Điện tử,3(2-0-2-6),3,5,0.5
609,609,FL4011,Dịch viết II TA KT Điện-điện tử,3(2-2-0-6),3,4,0.5
610,610,FL4014,TA KT điện-điện tử II,4(3-1-0-8),4,4,0.5
611,611,FL4020,Dịch nói II TA CNTT và TT,3(2-0-2-6),3,5,0.5
612,612,FL4021,Dịch viết II TA CNTT và TT,3(2-2-0-6),3,4,0.5
613,613,FL4024,TA CN thông tin và TT II,4(3-1-0-8),4,4,0.5
614,614,FL4030,Dịch nói II TA Cơ khí và KH VL,3(2-0-2-6),3,5,0.5
615,615,FL4031,Dịch viết II TA CK và KHVL,3(2-2-0-6),3,4,0.5
616,616,FL4034,TA Cơ khí và vật liệu II,4(3-1-0-8),4,4,0.5
617,617,FL4040,Dịch nói II TA KT và KD,3(2-0-2-6),3,5,0.5
618,618,FL4041,Dịch viết II TA KT và KD,3(2-2-0-6),3,4,0.5
619,619,FL4044,TA Kinh tế và Kinh doanh II,4(3-1-0-8),4,4,0.5
620,620,FL4050,Dịch nói II TA Hóa Môi trường,3(2-0-2-6),3,5,0.5
621,621,HE3001,Đồ án hệ thống cung cấp nhiệt,2(0-0-4-4),2,4,0.7
622,622,EV4113,Phục hồi ô nhiễm đất,2(2-1-0-4),2,3,0.6
623,623,EV3227,Mô hình hóa môi trường,2(2-1-0-4),2,3,0.6
624,624,HE3017,Hệ thống cung cấp nhiệt,3(2-1-1-6),3,4.5,0.7
625,625,IT2130,Tín hiệu và hệ thống,2(2-1-0-4),2,3,0.7
626,626,IT3061,Quá trình ngẫu nhiên ứng dụng,2(2-1-0-4),2,3,0.7
627,627,IT3430,Kỹ thuật điện tử tương tự và số,3(3-1-0-6),3,4,0.7
628,628,IT3910,Project I,3(0-0-6-12),3,6,0.7
629,629,IT3920,Project II,3(0-0-6-12),3,6,0.7
630,630,IT3930,Project II,2(0-0-4-8),2,4,0.5
631,631,IT4371,Các hệ phân tán,2(2-1-0-4),2,3,0.7
632,632,IT4409,Công nghệ Web và dịch vụ trực tuyến,3(2-2-0-6),3,4,0.6
633,633,IT4561,Kỹ thuật truyền thông điện tử,3(3-1-0-6),3,4,0.7
634,634,IT4601,Thiết bị truyền thông và mạng,3(2-1-1-6),3,4.5,0.7
635,635,ME3171,Công nghệ chế tạo máy,3(3-0-0-6),3,3,0.7
636,636,ME3300,Kỹ thuật lập trình trong cơ điện tử,3(2-2-0-6),3,4,0.7
637,637,ME4099,Đồ án thiết kế cơ khí,3(0-0-6-6),3,6,0.7
638,638,ME4721,Cơ học vật liệu chất dẻo và Composite,2(2-0-1-4),2,3.5,0.7
639,639,MI3330,Các phương pháp tối ưu II,2(2-1-0-4),2,3,0.7
640,640,MI3360,Thống kê toán học,2(2-1-0-4),2,3,0.7
641,641,MI3370,Hệ điều hành,2(2-1-0-4),2,3,0.7
642,642,MI3380,Đồ án I,3(0-0-6-6),3,6,0.7
643,643,MI4312,Cơ sở toán học của hệ mờ,3(3-1-0-6),3,4,0.7
644,644,MI4322,Lý thuyết thông tin và truyền số liệu,3(3-1-0-6),3,4,0.7
645,645,MSE3012,Truyền nhiệt và chuyển khối,3(2-2-0-4),3,4,0.7
646,646,MSE3014,Đồ án I,2(0-0-4-4),2,4,0.7
647,647,MSE3015,Thí nghiệm I,2(0-0-4-4),2,6,0.7
648,648,MSE3018,Đồ án II,2(0-0-4-4),2,4,0.7
649,649,MSE3019,Thí nghiệm II,2(0-0-4-4),2,6,0.7
650,650,MSE3022,Chuyển pha trong vật liệu,3(3-0-0-6),3,3,0.7
651,651,MSE3111,Cơ sở mô hình hóa và mô phỏng số,3(2-2-0-6),3,4,0.7
652,652,MSE3112,Quá trình đông đặc,3(3-0-0-6),3,3,0.7
653,653,MSE3401,Hành vi cơ nhiệt của vật liệu,3(2-2-0-6),3,4,0.7
654,654,NE3012,Cơ sở vật lý hạt nhân,4(3-2-0-8),4,5,0.7
655,655,NE3062,Liều lượng học và tác dụng sinh học bức xạ,2(2-0-0-4),2,2,0.7
656,656,NE3081,Thực tập cơ sở,3(0-0-6-6),3,6,0.7
657,657,NE3091,Đồ án thiết kế,3(0-0-6-6),3,6,0.7
658,658,NE4001,TN Kỹ thuật hạt nhân,3(0-0-6-6),3,9,0.7
659,659,NE4901,Thực tập kỹ thuật I,1(0-0-2-2),1,2,0.7
660,660,PH3350,Căn bản khoa học máy tính cho kỹ sư vật lý,3(2-1-1-6),3,4.5,0.7
661,661,PH3360,Tính toán trong vật lý và khoa học vật liệu,3(2-1-1-6),3,4.5,0.7
662,662,PH3370,Pin mặt trời,3(3-0-0-6),3,3,0.7
663,663,PH3380,"Tính chất quang, điện, từ của vật liệu",3(3-0-0-6),3,3,0.7
664,664,PH4237,Vật liệu điện tử và quá trình chế tạo,3(3-0-0-6),3,3,0.7
665,665,PH4600,Cơ sở kỹ thuật ánh sáng,3(2-1-1-6),3,4.5,0.7
666,666,PH4800,Công nghệ vi hệ thống,3(3-0-0-6),3,3,0.7
667,667,PH4810,Thiết kế vi hệ thống,3(3-0-0-6),3,3,0.7
668,668,TE3010,Động cơ đốt trong,3(3-0-1-6),3,4.5,0.7
669,669,TE3020,Lý thuyết ĐCĐT I,3(3-1-0-6),3,4,0.7
670,670,TE3021,Lý thuyết động cơ ô tô,3(3-1-0-6),3,4,0.7
